DATETIME,Avg BRBG Total Cloud Cover [%],Avg CDOC Total Cloud Cover [%],Avg CDOC Thick Cloud Cover [%],Avg CDOC Thin Cloud Cover [%],Avg Sun Flag,Avg HCF Value,Avg Blue/Red_min,Avg Blue/Red_mid,Avg Blue/Red_max,Avg File Extension,Avg Global CMP22 (vent/cor) [W/m^2],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg Solar Eclipse Shading,Avg Tower Dew Point Temp [deg C],Avg Total Cloud Cover [%],Avg Opaque Cloud Cover [%],Avg Avg Wind Speed @ 6ft [m/s],Avg Precipitation [mm],Avg Moisture,Avg Albedo (CMP11)
2021-10-08 07:00:00,13.6667,36.8333,0.0,36.8333,8.0,1.0367,0.9617,1.585,3.1533,1112.0,63.8407,85.6866,101.5014,0,-1.122,19.9667,10.4667,2.1028,0.0,0.0,0.2815
2021-10-08 08:00:00,56.1667,53.6667,26.0,27.6667,3.5,1.0217,0.9333,1.4367,3.3533,1112.0,176.1522,74.7881,111.734,0,-1.0662,61.8333,47.8667,0.8334,0.0,0.0,0.233
2021-10-08 09:00:00,73.0,66.3333,43.8333,22.5,3.0,1.0517,0.9267,1.28,2.6533,1112.0,361.7695,64.6156,123.3821,0,-0.2234,91.6167,77.2333,0.3564,0.0,0.0,0.2085
2021-10-08 10:00:00,38.8333,54.1667,18.0,36.1667,3.0,1.03,0.9367,1.45,3.085,1112.0,582.2481,55.8601,137.3319,0,0.5125,69.7667,39.2167,1.8796,0.0,0.0,0.2065
2021-10-08 11:00:00,62.3333,51.3333,25.1667,26.1667,3.0,1.055,0.985,1.27,2.0233,1112.0,632.4995,49.3991,154.2831,0,-0.3288,91.8833,69.2,2.6331,0.0,0.0,0.2002
2021-10-08 12:00:00,59.5,48.5,36.1667,12.3333,3.0,0.9917,0.9767,1.27,1.73,1112.0,696.14,46.2576,173.9582,0,-1.8614,87.5167,56.3667,2.832,0.0,0.0,0.1978
2021-10-08 13:00:00,98.8333,68.0,68.0,0.0,3.0,0.98,0.975,1.14,1.5633,1112.0,487.6944,47.1156,194.4086,0,-1.0506,98.8833,90.8833,2.7539,0.0,0.0,0.195
2021-10-08 14:00:00,99.5,74.5,74.5,0.0,0.5,1.0067,0.985,1.125,1.335,1112.0,200.3276,51.7738,213.0742,0,-1.1666,99.6833,96.8167,2.0988,0.0,0.0,0.1779
2021-10-08 15:00:00,100.0,69.3333,69.3333,0.0,0.0,1.0167,0.9983,1.1233,1.2683,1112.0,82.5331,59.326,228.7101,0,-0.3941,99.1333,97.8333,2.071,0.0,0.01,0.174
2021-10-08 16:00:00,99.5,71.1667,62.8333,8.3333,0.0,0.8317,0.995,1.16,1.5567,1112.0,86.93,68.7751,241.5739,0,1.3514,97.2,91.8,2.3799,0.0,0.0033,0.1744
2021-10-08 17:00:00,86.4,47.8,34.0,13.8,3.2,1.03,1.0,1.232,1.584,1112.0,17.5347,79.3457,252.5061,0,1.5689,89.8667,70.4667,1.7957,0.0,0.0117,0.1923
2021-10-08 18:00:00,10.0,41.0,5.3333,35.6667,8.0,1.0367,1.0,1.6433,2.82,1112.0,0.6323,90.5334,262.3692,0,1.8374,10.5333,5.2167,2.7753,0.0,0.0858,0.1781
2021-10-09 07:00:00,27.5,63.6667,2.5,61.1667,8.0,1.055,0.95,1.745,5.6983,1112.0,24.7525,85.8848,101.8347,0,4.7695,29.2667,16.4167,3.6458,0.0,0.0,0.1665
2021-10-09 08:00:00,20.0,24.0,0.5,23.5,3.5,1.005,0.9083,2.215,8.64,1112.0,155.3959,75.0036,112.0654,0,4.0302,26.0,18.05,2.8058,0.0,0.0,0.2253
2021-10-09 09:00:00,1.6667,3.8333,0.0,3.8333,4.0,1.105,0.92,2.3533,5.5783,1112.0,432.9421,64.8623,123.7099,0,1.4461,18.5,9.25,3.2517,0.0,0.0,0.2377
2021-10-09 10:00:00,3.0,6.5,1.6667,4.8333,3.3333,1.055,0.9317,2.2667,4.6633,1112.0,579.4799,56.1482,137.6401,0,-3.6003,17.2667,7.8167,4.0301,0.0,0.0,0.2165
2021-10-09 11:00:00,6.8333,13.8333,2.5,11.3333,3.0,1.0283,0.8483,2.1717,8.0367,1112.0,701.4868,49.7337,154.532,0,-5.5869,25.2667,11.25,3.7334,0.0,0.0,0.2057
2021-10-09 12:00:00,19.8333,36.3333,10.0,26.3333,3.0,1.035,0.8933,1.8783,6.635,1112.0,813.9143,46.6294,174.0924,0,-1.9808,43.4833,24.2667,3.7296,0.0,0.0,0.202
2021-10-09 13:00:00,38.8333,54.0,24.8333,29.1667,3.3333,1.035,0.9017,1.5717,6.6183,1112.0,737.0168,47.4999,194.3999,0,-2.1674,52.7167,33.45,6.6306,0.0,0.0,0.2051
2021-10-09 14:00:00,9.3333,19.3333,5.8333,13.5,3.0,1.0683,0.9317,2.1483,8.265,1112.0,665.0639,52.1456,212.9497,0,-2.6819,20.3667,9.6333,7.5578,0.0,0.0,0.2224
2021-10-09 15:00:00,1.0,3.5,0.1667,3.3333,3.0,1.0233,0.965,2.4217,5.9317,1112.0,532.5189,59.6737,228.5187,0,-5.8579,13.2833,5.2333,7.6978,0.0,0.0,0.2408
2021-10-09 16:00:00,2.3333,1.5,0.0,1.5,4.3333,1.0367,0.9717,2.4917,7.8917,1112.0,350.4152,69.0986,241.3506,0,-6.4286,9.8833,4.1,5.7755,0.0,0.0,0.2639
2021-10-09 17:00:00,1.8,1.4,0.0,1.4,5.0,1.054,0.932,2.332,6.048,1112.0,148.6174,79.6493,252.2676,0,-2.4881,8.05,3.4333,5.7869,0.0,0.0,0.2762
2021-10-09 18:00:00,1.0,7.5,0.0,7.5,8.0,1.08,0.965,2.085,5.405,1112.0,5.0793,90.8359,262.1213,0,-1.4175,-0.1833,-0.6167,6.2213,0.0,0.0,0.0552
2021-10-10 07:00:00,29.0,37.8333,5.8333,32.0,8.0,0.9983,0.8117,1.6267,3.66,1112.0,53.4369,86.0837,102.1655,0,-3.3778,15.6667,10.2667,1.9092,0.0,0.0,0.2651
2021-10-10 08:00:00,9.5,31.8333,2.1667,29.6667,5.0,0.995,0.915,1.9433,4.975,1112.0,234.715,75.22,112.3937,0,-4.0884,18.2,8.0833,0.9216,0.0,0.0,0.2566
2021-10-10 09:00:00,3.3333,33.5,1.8333,31.6667,3.6667,1.03,0.9633,2.02,24.07,1112.0,445.2413,65.1098,124.0337,0,-2.8977,23.3167,8.1167,2.168,0.0,0.0,0.2339
2021-10-10 10:00:00,2.6667,5.0,2.6667,2.3333,3.0,1.045,0.9683,2.3583,39.1883,1112.0,587.6677,56.4369,137.9433,0,-1.628,14.3333,6.4833,2.4148,0.0,0.0,0.2164
2021-10-10 11:00:00,8.0,17.8333,5.5,12.3333,3.0,1.025,0.94,2.1333,6.3517,1112.0,706.8543,50.0681,154.7756,0,-2.0472,23.75,10.15,2.0457,0.0,0.0,0.2034
2021-10-10 12:00:00,12.5,21.6667,10.8333,10.8333,3.6667,1.0333,0.9133,2.015,7.94,1112.0,748.8611,47.0,174.2221,0,-1.8631,25.9,11.45,2.3106,0.0,0.0,0.2017
2021-10-10 13:00:00,17.8333,28.8333,9.0,19.8333,4.0,1.0133,0.8883,1.9183,29.98,1112.0,660.1164,47.8824,194.389,0,-1.9999,33.2333,19.6667,1.5291,0.0,0.0,0.1975
2021-10-10 14:00:00,2.0,3.5,0.8333,2.6667,3.6667,0.9917,0.9083,2.2583,6.5583,1112.0,659.5669,52.5153,212.825,0,-2.0326,15.9167,6.7333,1.7387,0.0,0.0,0.2123
2021-10-10 15:00:00,8.3333,16.0,3.0,13.0,5.0,1.0083,0.8667,2.3317,6.8733,1112.0,313.2441,60.0192,228.3277,0,-2.8939,21.8,14.2167,2.695,0.0,0.0,0.1989
2021-10-10 16:00:00,11.6667,27.8333,5.8333,22.0,4.3333,1.0333,0.915,2.1183,7.4583,1112.0,347.5089,69.42,241.1277,0,-3.5411,17.1,9.4,4.8247,0.0,0.0,0.2579
2021-10-10 17:00:00,1.6,0.6,0.0,0.6,5.8,1.034,0.986,2.242,5.398,1112.0,147.8686,79.9504,252.0294,0,-3.8668,8.4167,3.6167,4.8669,0.0,0.0,0.2738
2021-10-10 18:00:00,6.0,2.0,0.0,2.0,8.0,0.955,1.0,1.8,3.29,1112.0,5.3061,91.1277,261.8731,0,-4.1368,-0.25,-0.6333,4.5943,0.0,0.0,0.0433
2021-10-11 07:00:00,6.6667,5.1667,0.0,5.1667,8.0,1.0167,0.99,1.855,3.6283,1112.0,51.9982,86.2831,102.4936,0,-4.8926,6.0667,3.1833,1.4639,0.0,0.0,0.2857
2021-10-11 08:00:00,2.1667,3.5,1.3333,2.1667,4.3333,1.0217,0.8933,2.2933,6.7783,1112.0,229.7247,75.4371,112.7187,0,-4.4211,12.9333,6.1667,0.638,0.0,0.0,0.268
2021-10-11 09:00:00,0.6667,1.0,0.0,1.0,4.6667,1.085,0.9817,2.425,6.1417,1112.0,418.3858,65.3581,124.3535,0,-3.0938,15.2167,7.3667,1.2654,0.0,0.0,0.232
2021-10-11 10:00:00,0.0,0.6667,0.0,0.6667,3.3333,1.0417,0.97,2.4217,5.25,1112.0,578.8569,56.726,138.2415,0,-1.9545,13.7,6.2167,2.9527,0.0,0.0,0.2163
2021-10-11 11:00:00,2.6667,10.5,1.0,9.5,3.3333,1.0,0.9217,2.1483,11.3733,1112.0,702.538,50.4022,155.0136,0,-1.6426,20.8333,8.8667,3.5765,0.0,0.0,0.207
2021-10-11 12:00:00,3.8333,14.0,0.6667,13.3333,3.0,1.015,0.945,2.0867,5.2883,1112.0,740.597,47.3694,174.3475,0,-2.0865,22.0333,7.9167,3.7511,0.0,0.0,0.2045
2021-10-11 13:00:00,0.0,2.8333,0.0,2.8333,3.0,0.9933,0.9717,2.165,6.9367,1112.0,719.3369,48.2629,194.3761,0,-3.0143,17.8,6.3667,3.4553,0.0,0.0,0.2062
2021-10-11 14:00:00,0.1667,0.3333,0.0,0.3333,3.0,0.9933,0.97,2.1683,15.8817,1112.0,641.6645,52.883,212.7,0,-3.4056,12.4667,4.35,3.4542,0.0,0.0,0.2163
2021-10-11 15:00:00,2.5,2.8333,0.1667,2.6667,3.6667,0.9967,0.9667,2.0967,4.78,1112.0,507.397,60.3626,228.1372,0,-3.0407,13.7,5.1833,2.9104,0.0,0.0,0.2332
2021-10-11 16:00:00,12.5,19.0,1.8333,17.1667,3.6667,1.0217,0.9517,2.0383,6.365,1112.0,282.5373,69.739,240.9054,0,-3.1923,26.9833,14.35,3.3658,0.0,0.0,0.2446
2021-10-11 17:00:00,5.6,19.2,0.2,19.0,4.4,1.038,0.954,2.018,4.778,1112.0,115.534,80.249,251.7914,0,-3.0626,17.6,5.8167,2.1245,0.0,0.0,0.2133
2021-10-11 18:00:00,5.5,15.0,0.0,15.0,8.0,0.96,0.95,2.44,7.885,1112.0,2.6485,91.4255,261.6249,0,-2.5364,-0.4,-0.4667,1.8647,0.0,0.0,0.0392
2021-10-12 07:00:00,27.3333,20.5,5.3333,15.1667,8.0,1.0133,0.9183,1.51,2.8017,1112.0,49.8068,86.4832,102.8189,0,0.4139,7.0333,3.55,2.1274,0.0,0.0,0.2422
2021-10-12 08:00:00,35.1667,42.8333,18.6667,24.1667,5.0,1.0467,0.96,1.45,3.255,1112.0,224.7749,75.655,113.0403,0,1.043,31.3833,17.5,2.1644,0.0,0.0,0.274
2021-10-12 09:00:00,87.5,70.3333,69.6667,0.6667,4.3333,1.0217,0.9383,1.155,2.28,1112.0,473.8425,65.6071,124.6689,0,1.2848,88.2167,79.1,2.0246,0.0,0.0,0.2333
2021-10-12 10:00:00,96.1667,79.3333,64.1667,15.1667,0.0,1.0317,0.9833,1.15,1.9033,1112.0,204.38,57.0155,138.5345,0,1.0267,93.25,83.15,1.2078,0.0,0.0,0.1923
2021-10-12 11:00:00,100.0,58.8333,58.8333,0.0,0.0,1.0067,1.0,1.12,1.2483,1112.0,167.5431,50.7358,155.2461,0,1.2135,99.5,94.45,1.5286,0.0,0.0,0.1866
2021-10-12 12:00:00,99.8333,76.6667,76.6667,0.0,0.0,0.9967,0.955,1.125,1.3533,1112.0,106.8793,47.7374,174.4684,0,1.4496,99.4833,93.75,1.3089,0.0,0.2283,0.1784
2021-10-12 13:00:00,99.1667,71.6667,71.6667,0.0,0.0,0.995,0.805,1.1367,1.9817,1112.0,50.9317,48.6414,194.3609,0,3.2523,99.2333,89.75,0.6087,0.0296,1.0,0.1885
2021-10-12 14:00:00,99.8333,71.5,71.5,0.0,0.0,0.9917,0.7817,1.1333,1.8567,1112.0,124.4557,53.2483,212.5747,0,3.7346,98.8667,90.55,1.1809,0.0169,0.5217,0.1734
2021-10-12 15:00:00,95.5,77.1667,63.6667,13.5,1.3333,1.0567,0.8583,1.155,1.9267,1112.0,132.0073,60.7036,227.9472,0,4.0104,96.8333,91.0,0.6482,0.0,0.9992,0.1775
2021-10-12 16:00:00,86.3333,72.1667,62.1667,10.0,2.5,1.0817,0.9233,1.1983,2.5333,1112.0,227.774,70.0557,240.6835,0,4.4633,85.8167,75.0833,1.2639,0.0,0.21,0.2008
2021-10-12 17:00:00,67.8,66.8,44.8,22.0,4.8,0.824,0.97,1.242,2.272,1112.0,38.983,80.5449,251.5537,0,4.0556,84.3333,69.7333,1.2111,0.0,0.0017,0.2147
2021-10-12 18:00:00,77.5,76.0,55.5,20.5,8.0,0.52,0.905,1.19,1.625,1112.0,1.6028,91.7124,261.3765,0,3.8465,9.9,8.5667,0.5908,0.0339,0.6042,0.1072
2021-10-13 07:00:00,8.0,6.5,0.0,6.5,8.0,0.965,0.905,1.535,2.385,1112.0,49.5417,86.6838,103.1414,0,-6.4737,5.6,2.8333,3.4763,0.0,0.0,0.2765
2021-10-13 08:00:00,2.7143,2.1429,0.0,2.1429,5.4286,1.0257,0.9843,2.3071,6.2714,1112.0,232.1584,75.8735,113.3584,0,-7.3083,13.9,6.4667,5.3657,0.0,0.0,0.2782
2021-10-13 09:00:00,1.1667,1.0,0.0,1.0,4.3333,1.05,0.9733,2.5583,7.085,1112.0,427.0768,65.8567,124.9801,0,-7.5072,14.5833,6.8667,6.9091,0.0,0.0,0.2418
2021-10-13 10:00:00,0.0,1.0,0.0,1.0,3.0,1.0233,0.9767,2.5333,6.0583,1112.0,586.1794,57.3052,138.8224,0,-7.284,14.7667,6.65,6.4338,0.0,0.0,0.2218
2021-10-13 11:00:00,1.0,2.8333,0.0,2.8333,3.3333,0.9717,0.9567,2.4883,5.6767,1112.0,694.5738,51.0689,155.4731,0,-6.5487,18.1833,6.5833,5.9183,0.0,0.0,0.2117
2021-10-13 12:00:00,0.8333,1.8333,0.0,1.8333,3.0,1.0867,0.97,2.4317,5.9017,1112.0,744.3935,48.1039,174.5848,0,-6.5602,15.8167,5.0833,6.9265,0.0,0.0,0.2111
2021-10-13 13:00:00,0.0,0.5,0.0,0.5,3.0,1.0417,0.9733,2.4483,6.17,1112.0,726.1082,49.0178,194.3436,0,-6.4472,15.45,5.5167,5.9527,0.0,0.0,0.2142
2021-10-13 14:00:00,0.0,0.6667,0.0,0.6667,3.0,0.9983,0.97,2.4783,6.2317,1112.0,647.106,53.6112,212.4491,0,-6.2184,11.9333,4.1333,5.3358,0.0,0.0,0.2249
2021-10-13 15:00:00,0.3333,1.3333,0.0,1.3333,4.0,1.0183,0.9683,2.4917,5.6,1112.0,512.4654,61.0421,227.7576,0,-6.5486,12.0667,4.55,5.8635,0.0,0.0,0.2455
2021-10-13 16:00:00,4.3333,1.1667,0.0,1.1667,5.0,1.0383,0.975,2.4833,7.125,1112.0,332.9255,70.3698,240.4622,0,-6.9335,7.9333,3.1333,5.8537,0.0,0.0,0.2703
2021-10-13 17:00:00,1.4,0.6,0.0,0.6,6.4,1.048,0.99,2.262,5.036,1112.0,133.0081,80.838,251.3162,0,-6.7916,10.45,4.3,4.0755,0.0,0.0,0.2614
2021-10-13 18:00:00,6.5,3.0,0.0,3.0,8.0,0.955,1.0,1.77,3.095,1112.0,3.3915,92.0052,261.128,0,-6.3816,-0.6333,-0.8333,2.6261,0.0,0.0,0.0157
2021-10-14 07:00:00,19.8333,55.6667,3.1667,52.5,8.0,1.05,0.9267,1.6483,4.5483,1112.0,22.0673,86.8849,103.4609,0,-3.5204,17.9,9.75,2.2482,0.0,0.0,0.14
2021-10-14 08:00:00,86.0,68.0,49.3333,18.6667,2.1667,1.095,0.925,1.1983,2.5833,1112.0,129.4585,76.0927,113.673,0,-2.6977,82.8833,67.1167,1.9244,0.0,0.0,0.216
2021-10-14 09:00:00,39.8333,55.3333,14.3333,41.0,2.3333,1.14,0.97,1.6067,4.7,1112.0,334.5796,66.1068,125.2869,0,-2.3273,64.6,37.5833,1.5688,0.0,0.0,0.2229
2021-10-14 10:00:00,15.1667,23.6667,14.3333,9.3333,3.0,0.9633,0.965,1.915,5.245,1112.0,585.6842,57.595,139.1049,0,-2.3195,20.2667,8.6333,1.795,0.0,0.0,0.219
2021-10-14 11:00:00,98.0,90.0,67.1667,22.8333,3.3333,0.5317,0.9617,1.125,1.54,1112.0,432.5594,51.4014,155.6944,0,-2.6838,97.0167,87.6833,2.2316,0.0,0.0,0.1981
2021-10-14 12:00:00,100.0,82.0,78.8333,3.1667,3.0,0.8183,0.9867,1.1067,1.2783,1112.0,409.4139,48.4688,174.6968,0,-2.5067,99.9,95.8667,2.4588,0.0,0.0,0.1984
2021-10-14 13:00:00,89.3333,62.1667,61.0,1.1667,2.0,0.9967,0.9867,1.1683,1.81,1112.0,355.2019,49.3919,194.3241,0,-3.0022,89.45,75.1333,2.7767,0.0,0.0,0.1933
2021-10-14 14:00:00,99.0,68.8333,68.8333,0.0,0.0,0.9917,0.9567,1.1333,1.6117,1112.0,46.8316,53.9716,212.323,0,-0.725,98.8833,93.4667,3.2714,0.0,0.5458,0.1813
2021-10-14 15:00:00,97.6667,62.1667,61.8333,0.3333,1.0,1.0033,0.9917,1.1333,1.5667,1112.0,269.0662,61.3781,227.5683,0,0.4897,97.6833,85.9,1.6113,0.0,0.0525,0.2087
2021-10-14 16:00:00,82.5,68.6667,54.0,14.6667,2.5,1.0483,0.965,1.2033,2.665,1112.0,154.1863,70.6812,240.2413,0,0.1748,92.5,81.3167,1.9976,0.0,0.0,0.2069
2021-10-14 17:00:00,60.8,70.6,33.0,37.6,6.8,1.274,0.932,1.278,3.434,1112.0,72.2753,81.128,251.0791,0,0.1059,68.65,52.1833,1.9702,0.0,0.0,0.2157
2021-10-14 18:00:00,1.5,28.0,0.0,28.0,8.0,1.015,0.95,1.805,4.33,1112.0,1.4435,92.2868,260.8795,0,-0.1517,0.6833,0.25,1.499,0.0,0.0,0.0413
2021-10-15 07:00:00,1.4,2.2,0.0,2.2,8.0,1.012,0.982,1.88,3.822,1112.0,45.145,87.0866,103.7772,0,-10.5264,4.0,1.9333,1.7137,0.0,0.0,0.2772
2021-10-15 08:00:00,1.1667,2.0,0.0,2.0,3.0,1.005,0.985,2.3267,6.16,1112.0,225.6916,76.3125,113.9837,0,-11.0986,12.4333,5.4667,2.7456,0.0,0.0,0.2885
2021-10-15 09:00:00,1.0,1.6667,0.0,1.6667,4.0,1.0767,0.9833,2.4617,6.49,1112.0,423.9762,66.3575,125.5891,0,-11.5093,14.2333,6.4333,3.3442,0.0,0.0,0.2492
2021-10-15 10:00:00,0.0,0.8333,0.0,0.8333,3.3333,1.0383,0.9717,2.4633,5.855,1112.0,585.778,57.8849,139.3821,0,-11.6344,14.35,6.35,4.8772,0.0,0.0,0.229
2021-10-15 11:00:00,0.0,0.6667,0.0,0.6667,3.0,1.0167,0.975,2.3933,5.8083,1112.0,695.0338,51.7331,155.9102,0,-11.42,16.55,5.95,3.5932,0.0,0.0,0.2157
2021-10-15 12:00:00,0.0,1.0,0.0,1.0,3.0,1.0467,0.9633,2.3333,4.6433,1112.0,744.2372,48.832,174.8043,0,-11.5604,17.1833,5.8,4.3307,0.0,0.0,0.2133
2021-10-15 13:00:00,0.0,0.3333,0.0,0.3333,3.0,1.0817,0.9767,2.35,4.6167,1112.0,727.174,49.7635,194.3022,0,-11.6066,13.9,4.65,3.7369,0.0,0.0,0.2164
2021-10-15 14:00:00,0.0,1.0,0.0,1.0,3.3333,0.99,0.97,2.4133,9.2317,1112.0,644.2922,54.3294,212.1965,0,-11.6958,12.1333,4.1333,4.488,0.0,0.0,0.2282
2021-10-15 15:00:00,0.6667,1.8333,0.0,1.8333,3.3333,1.025,0.9633,2.5233,6.13,1112.0,508.507,61.7113,227.3794,0,-11.346,10.5,3.8833,4.6144,0.0,0.0,0.2478
2021-10-15 16:00:00,4.5,3.0,0.0,3.0,5.0,1.0517,0.9833,2.4133,6.0467,1112.0,325.8216,70.9898,240.0208,0,-11.5755,12.2333,5.05,3.9996,0.0,0.0,0.2706
2021-10-15 17:00:00,4.8,1.0,0.0,1.0,6.4,1.026,0.986,2.106,4.55,1112.0,122.4576,81.4149,250.8421,0,-11.2583,12.8667,5.45,3.7271,0.0,0.0,0.2536
2021-10-15 18:00:00,4.0,2.0,0.0,2.0,8.0,0.92,0.99,1.68,2.88,1112.0,2.6134,92.5741,260.6309,0,-11.4291,-0.8667,-0.9333,0.8142,0.0,0.0,0.0237
2021-10-16 07:00:00,5.8,5.8,0.0,5.8,8.0,0.984,0.992,1.976,4.102,1112.0,42.353,87.2887,104.0902,0,-8.8023,4.2667,2.1667,0.3696,0.0,0.0,0.2626
2021-10-16 08:00:00,1.5,3.0,0.0,3.0,3.3333,0.9683,0.98,2.6083,7.6467,1112.0,216.2888,76.5328,114.2907,0,-6.5804,12.9833,6.0833,0.3003,0.0,0.0,0.272
2021-10-16 09:00:00,1.0,0.5,0.0,0.5,3.6667,0.99,0.9783,2.7617,8.535,1112.0,407.5281,66.6086,125.8867,0,-4.6484,15.15,7.2667,1.5392,0.0,0.0,0.2386
2021-10-16 10:00:00,0.0,0.8333,0.0,0.8333,4.0,0.9967,0.9717,2.6933,6.95,1112.0,564.4975,58.1748,139.6539,0,-4.0378,14.85,6.8667,1.7364,0.0,0.0,0.2192
2021-10-16 11:00:00,2.6667,0.8333,0.0,0.8333,3.0,0.975,0.9667,2.5667,5.5667,1112.0,672.1248,52.0639,156.1203,0,-4.5244,16.2,6.1,1.8386,0.0,0.0,0.2077
2021-10-16 12:00:00,0.0,1.1667,0.0,1.1667,3.0,1.0617,0.965,2.495,5.0167,1112.0,720.0798,49.1934,174.9072,0,-5.9234,18.45,6.6333,1.6189,0.0,0.0,0.2034
2021-10-16 13:00:00,0.0,0.0,0.0,0.0,3.0,1.0317,0.9717,2.4717,5.2333,1112.0,703.1091,50.1327,194.2781,0,-5.9192,14.85,5.3333,1.6792,0.0,0.0,0.2065
2021-10-16 14:00:00,8.5,0.5,0.0,0.5,4.0,0.9317,0.9583,2.4783,5.8667,1112.0,622.6333,54.6843,212.0695,0,-5.5906,13.4833,5.15,1.4129,0.0,0.0,0.214
2021-10-16 15:00:00,4.3333,2.0,0.0,2.0,4.0,1.0317,0.9683,2.495,6.49,1112.0,487.5198,62.0417,227.1908,0,-6.1038,12.1667,4.65,1.5768,0.0,0.0,0.2332
2021-10-16 16:00:00,4.8333,2.1667,0.0,2.1667,4.0,1.0733,0.9767,2.415,5.9317,1112.0,309.3308,71.2955,239.8008,0,-6.3768,15.7833,6.45,1.0202,0.0,0.0,0.2497
2021-10-16 17:00:00,3.6,0.8,0.0,0.8,5.6,1.042,0.986,2.176,4.726,1112.0,111.8305,81.6986,250.6055,0,-6.0721,13.9833,5.9667,0.5533,0.0,0.0,0.187
2021-10-16 18:00:00,0.0,4.0,0.0,4.0,8.0,0.94,1.0,1.69,2.89,1112.0,1.9372,92.8499,260.3823,0,-5.1031,-1.0,-1.0,1.8748,0.0,0.0,0.0
2021-10-17 07:00:00,4.2,6.4,0.0,6.4,8.0,1.0,0.992,1.932,3.828,1112.0,41.2631,87.4914,104.3999,0,-10.0774,4.25,2.1667,1.8994,0.0,0.0,0.2645
2021-10-17 08:00:00,2.6667,1.6667,0.0,1.6667,5.5,0.9617,0.98,2.5067,6.8617,1112.0,217.8085,76.7537,114.5937,0,-9.9552,13.15,6.0,1.8909,0.0,0.0,0.2841
2021-10-17 09:00:00,1.1667,1.0,0.0,1.0,4.3333,1.0233,0.95,2.685,8.48,1112.0,411.1844,66.8601,126.1796,0,-9.4801,15.1667,7.4,1.235,0.0,0.0,0.2424
2021-10-17 10:00:00,0.0,1.0,0.0,1.0,3.6667,1.0033,0.9717,2.6367,7.7083,1112.0,572.1039,58.4645,139.9201,0,-6.4929,16.2333,7.4,1.645,0.0,0.0,0.2203
2021-10-17 11:00:00,0.0,0.1667,0.0,0.1667,3.0,0.9517,0.975,2.5417,5.1833,1112.0,680.0563,52.3939,156.3247,0,-5.0749,18.0,6.5833,1.6375,0.0,0.0,0.2091
2021-10-17 12:00:00,0.0,1.3333,0.0,1.3333,3.0,1.07,0.9733,2.4783,5.005,1112.0,728.9108,49.5528,175.0056,0,-4.3335,20.4167,7.4,1.7156,0.0,0.0,0.2044
2021-10-17 13:00:00,0.0,0.1667,0.0,0.1667,3.0,1.0517,0.9667,2.4217,5.6883,1112.0,710.1956,50.4992,194.2516,0,-5.1756,16.5,5.9333,1.9143,0.0,0.0,0.2092
2021-10-17 14:00:00,0.1667,0.1667,0.0,0.1667,3.6667,0.92,0.9733,2.4117,7.8033,1112.0,625.4165,55.0364,211.942,0,-6.3163,15.5667,6.1333,1.6038,0.0,0.0,0.2173
2021-10-17 15:00:00,1.1667,2.3333,0.0,2.3333,4.3333,1.0517,0.9733,2.4117,8.255,1112.0,485.7095,62.3691,227.0025,0,-6.7639,13.1833,4.9333,1.4679,0.0,0.0,0.2322
2021-10-17 16:00:00,3.8333,3.5,0.0,3.5,5.0,1.0583,0.98,2.3567,6.915,1112.0,305.9673,71.598,239.5812,0,-5.7489,15.9667,6.9167,1.525,0.0,0.0,0.2488
2021-10-17 17:00:00,2.4,0.6,0.0,0.6,5.6,0.986,0.986,2.086,4.476,1112.0,107.3596,81.9788,250.3692,0,-5.6497,13.2667,5.6333,0.9993,0.0,0.0,0.1866
2021-10-17 18:00:00,0.0,1.0,0.0,1.0,8.0,1.0,1.0,2.15,5.31,1112.0,0.8065,93.1311,260.1337,0,-5.0338,-1.0,-1.0,1.1047,0.0,0.0,0.0
2021-10-18 07:00:00,36.8,73.6,16.8,56.8,8.0,1.05,0.912,1.502,4.556,1112.0,9.8406,87.6945,104.7061,0,-4.5781,24.15,13.9833,2.0446,0.0,0.0,0.133
2021-10-18 08:00:00,49.3333,63.1667,14.0,49.1667,3.0,0.9267,0.9417,1.8367,6.6967,1112.0,51.6174,76.975,114.8926,0,-4.5817,66.4,51.7333,3.3441,0.0,0.0,0.1942
2021-10-18 09:00:00,35.8333,44.3333,8.5,35.8333,5.0,0.9867,0.8667,1.935,5.055,1112.0,261.1808,67.112,126.4677,0,-4.249,35.8,26.7333,2.1163,0.0,0.0,0.2189
2021-10-18 10:00:00,18.6667,28.3333,4.5,23.8333,4.0,0.9583,0.9183,1.98,22.06,1112.0,561.9788,58.7541,140.1808,0,-2.6043,26.9167,14.9833,1.5953,0.0,0.0,0.2192
2021-10-18 11:00:00,0.3333,2.0,0.1667,1.8333,3.0,0.9867,0.9733,2.2317,4.5433,1112.0,659.1214,52.7227,156.5233,0,-2.3429,17.4333,6.4333,2.1062,0.0,0.0,0.2103
2021-10-18 12:00:00,3.0,10.3333,1.6667,8.6667,3.6667,1.08,0.9217,2.21,4.755,1112.0,673.5361,49.9102,175.0995,0,-3.0204,20.9333,8.4,2.2818,0.0,0.0,0.1988
